"feature"	"intensity"	"Average.Rt.min."	"Average.Mz"	"molecularFormula.x"	"adduct.x"	"precursorFormula.x"	"NPC.pathway"	"NPC.pathway.Probability"	"NPC.superclass"	"NPC.superclass.Probability"	"NPC.class"	"NPC.class.Probability"	"ClassyFire.superclass"	"ClassyFire.superclass.probability"	"ClassyFire.class"	"ClassyFire.class.Probability"	"ClassyFire.subclass"	"ClassyFire.subclass.Probability"	"ClassyFire.level.5"	"ClassyFire.level.5.Probability"	"ClassyFire.most.specific.class"	"ClassyFire.most.specific.class.Probability"	"ClassyFire.all.classifications"	"overallFeatureQuality.x"	"structurePerIdRank"	"formulaRank.y"	"ConfidenceScoreExact"	"ConfidenceScoreApproximate"	"CSI.FingerIDScore"	"ZodiacScore"	"SiriusScore"	"InChIkey2D"	"InChI"	"name"	"smiles"	"xlogp"	"pubchemids"	"links"
"N_26105"	1534	17.221	411.87991	"C13H7Cl4NO4S"	"[M - H]-"	"C13H6Cl4NO4S-"	"Alkaloids"	"0,751"	"Phenolic acids (C6-C1)"	"0,155"	"Pyrrole alkaloids"	"0,040"	"Benzenoids"	"1,000"	"Benzene and substituted derivatives"	"0,997"	"Benzoic acids and derivatives"	"0,924"	"Benzoic acids"	"0,950"	"Dichlorobenzoic acids"	"0,556"	"Organic compounds; Organosulfur compounds; Halobenzenes; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Sulfoxides; Aryl chlorides; Chlorobenzenes; Monocarboxylic acids and derivatives; Carboxylic acids; Organochlorides; Sulfanylbenzoic acids and derivatives; Benzene and substituted derivatives; Benzenoids; Dichlorobenzenes; Benzoic acids; Dichlorobenzoic acids; Aryl halides; Vinyl halides; 1-carboxy-2-haloaromatic compounds; Halobenzoic acids and derivatives; Halobenzoic acids; 2-halobenzoic acids and derivatives; 2-halobenzoic acids; Sulfinyl compounds; Vinylogous halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Phenyl sulfoxides; Organic nitrogen compounds; Chemical entities"	NA	1	5	"0,088"	"0,088"	"-153,198"	NA	"11,770"	"DBDDOCJSWVIZAN"	"InChI=1S/C13H7Cl4NO4S/c14-6-1-2-7(13(19)20)11(3-6)18-23(21,22)12-5-9(16)8(15)4-10(12)17/h1-5,18H,(H,19,20)"	"4-Chloro-2-{[(2,4,5-Trichlorophenyl)sulfonyl]amino}benzoic Acid"	"C1=CC(=C(C=C1Cl)NS(=O)(=O)C2=CC(=C(C=C2Cl)Cl)Cl)C(=O)O"	"5,000"	"71300315"	"PUBCHEMANNOTATIONBIO;PUBCHEM:(71300315);PUBMED"
"P_40986"	1534	11.249	469.3308	"C25H44N2O6"	"[M + H]+"	"C25H45N2O6+"	"Amino acids and Peptides"	"0,358"	"Macrolides"	"0,166"	"Cholane steroids"	"0,191"	"Lipids and lipid-like molecules"	"0,917"	"Steroids and steroid derivatives"	"0,307"	"Bile acids, alcohols and derivatives"	"0,464"	"Glycinated bile acids and derivatives"	"0,510"	"Glycinated bile acids and derivatives"	"0,510"	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Hydroxy fatty acids; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Glycinated bile acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; Polyols; N-acyl-alpha amino acids; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	NA	1	1	"0,063"	"0,063"	"-438,435"	NA	"53,119"	"DXEYXEKGPLFLIK"	"InChI=1S/C25H44N2O6/c1-4-5-9-20-10-6-14-25(32-20)15-7-11-21(33-25)12-8-16-26-24(30)19(2)22(28)18-27-23(29)13-17-31-3/h4,19-22,28H,1,5-18H2,2-3H3,(H,26,30)(H,27,29)"	"N-{3-[8-(but-3-en-1-yl)-1,7-dioxaspiro[5.5]undecan-2-yl]propyl}-3-hydroxy-4-(3-methoxypropanamido)-2-methylbutanamide"	"CC(C(CNC(=O)CCOC)O)C(=O)NCCCC1CCCC2(O1)CCCC(O2)CCC=C"	"2,200"	"101850168;59456491;89042094;72290308"	"COCONUT:(CNP0239118);SUPERNATURAL:(SN0077926);PUBCHEM:(101850168 59456491 89042094 72290308)"
"N_20786"	1533	11.249	369.13692	"C21H22O6"	"[M - H]-"	"C21H21O6-"	"Polyketides"	"0,901"	"Aromatic polyketides"	"0,307"	"Angucyclines"	"0,180"	"Organic oxygen compounds"	"1,000"	"Organooxygen compounds"	"1,000"	"Carbonyl compounds"	"0,981"	"Ketones"	"0,952"	"Aryl alkyl ketones"	"0,634"	"Organic compounds; Organoheterocyclic compounds; Ketones; Alcohols and polyols; Phenols; Epoxides; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Polyols; Benzenoids; Cyclic ketones; Aryl ketones; Aryl alkyl ketones; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities"	NA	1	1	"0,013"	"0,013"	"-264,160"	NA	"55,840"	"ONHFNYWEQMOYLU"	"InChI=1S/C21H22O6/c1-11(2)5-6-13(21(26)27-10-12(3)4)14-9-17(24)18-15(22)7-8-16(23)19(18)20(14)25/h5,7-10,13,22-23H,6H2,1-4H3"	"2-methylprop-1-en-1-yl 2-(5,8-dihydroxy-1,4-dioxo-1,4-dihydronaphthalen-2-yl)-5-methylhex-4-enoate"	"CC(=CCC(C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)C(=O)OC=C(C)C)C"	"5,000"	"5320198"	"COCONUT:(CNP0412783);SUPERNATURAL:(SN0270123);PUBCHEM:(5320198)"
"P_25615"	1533	11.548	371.27735	"C19H40O5"	"[M + Na]+"	"C19H40NaO5+"	"Fatty acids"	"0,997"	"Fatty acyls"	"0,989"	"Fatty alcohols"	"0,996"	"Lipids and lipid-like molecules"	"0,790"	"Fatty Acyls"	"0,746"	"Fatty alcohols"	"0,802"	"Long-chain fatty alcohols"	"0,602"	"Long-chain fatty alcohols"	"0,602"	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Primary alcohols; Organooxygen compounds; Fatty alcohols; Secondary alcohols; Long-chain fatty alcohols; Fatty Acyls; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	NA	1	1	"0,093"	"0,093"	"-148,439"	NA	"9,930"	"FJQHOPPTCYIVGX"	"InChI=1S/C19H40O5/c1-3-5-7-9-11-17(20)13-23-15-19(22)16-24-14-18(21)12-10-8-6-4-2/h17-22H,3-16H2,1-2H3"	"1-[[2-Hydroxy-3-(2-hydroxyoctyloxy)propyl]oxy]-2-octanol"	"CCCCCCC(COCC(COCC(CCCCCC)O)O)O"	"3,800"	"9975068"	"PUBCHEM:(9975068)"
"P_8608"	1532	6.022	207.10078	"C12H14O3"	"[M + H]+"	"C12H15O3+"	"Shikimates and Phenylpropanoids"	"0,562"	"Phenylpropanoids (C6-C3)"	"0,914"	"Cinnamic acids and derivatives"	"0,820"	"Benzenoids"	"0,996"	"Phenol ethers"	"0,978"	"Anisoles"	"0,972"	""	""	"Anisoles"	"0,972"	"Organic compounds; Styrenes; Alkyl aryl ethers; Anisoles; Ethers; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities"	NA	1	1	"0,109"	"0,130"	"-152,082"	NA	"89,084"	"XQNPFRPIWBMLRN"	"InChI=1S/C12H14O3/c1-10(13)15-9-3-4-11-5-7-12(14-2)8-6-11/h3-8H,9H2,1-2H3"	"3-(4-methoxyphenyl)prop-2-en-1-yl acetate"	"CC(=O)OCC=CC1=CC=C(C=C1)OC"	"2,200"	"69136661;10932638"	"PUBCHEMANNOTATIONBIO:(null);COCONUT:(CNP0104493);HMDB:(HMDB0035071);CHEBI:(191514);SUPERNATURAL:(SN0437307);FooDB:(FDB013695);PUBCHEM:(69136661 10932638);DSSTox:(DTXSID501215320);LOTUS:(Q105339905 Q76416249);PUBCHEMANNOTATIONDRUG:(null)"
"P_19138"	1531	13.376	321.24042	"C15H32N2O5"	"[M + H]+"	"C15H33N2O5+"	"Amino acids and Peptides"	"0,611"	"Small peptides"	"0,560"	"Dipeptides"	"0,298"	"Organic acids and derivatives"	"0,998"	"Carboxylic acids and derivatives"	"0,995"	"Amino acids, peptides, and analogues"	"0,750"	"Amino acids and derivatives"	"0,740"	"N-acyl-alpha amino acids and derivatives"	"0,699"	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Hydroxy fatty acids; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	NA	1	1	"0,021"	"0,021"	"-305,061"	NA	"33,834"	"SHMXNBZBIVBMJM"	"InChI=1S/C15H32N2O5/c1-3-15(2,20)11-9-7-5-4-6-8-10-14(19)13(12-18)17(22)16-21/h13-14,18-21H,3-12H2,1-2H3"	"Nitrosostromelin"	"CCC(C)(CCCCCCCCC(C(CO)[N+](=NO)[O-])O)O"	"2,600"	"136826362;137796421"	"SUPERNATURAL:(SN0312167);PUBCHEM:(136826362 137796421)"
"P_27483"	1530	10.248	382.31399	"C23H43NOS"	"[M + H]+"	"C23H44NOS+"	"Alkaloids"	"0,478"	"Pseudoalkaloids (transamidation)"	"0,363"	"Open-chain polyketides"	"0,372"	"Organoheterocyclic compounds"	"0,596"	""	""	""	""	""	""	"Organoheterocyclic compounds"	"0,596"	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organonitrogen compounds; Organooxygen compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	NA	1	1	"0,124"	"0,124"	"-137,192"	NA	"7,585"	"YRWORQFUMRUPQE"	"InChI=1S/C23H43NOS/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-22-26-23(25)20-21-24/h2-20,22H2,1H3"	"S-icosyl 2-cyanoethanethioate"	"CCCCCCCCCCCCCCCCCCCCSC(=O)CC#N"	"10,500"	"87316366"	"PUBCHEM:(87316366)"
"N_13293"	1526	6.169	295.08252	"C10H12N6O5"	"[M - H]-"	"C10H11N6O5-"	"Carbohydrates"	"0,995"	"Nucleosides"	"0,981"	"Purine nucleosides"	"0,987"	"Nucleosides, nucleotides, and analogues"	"0,758"	"Purine nucleosides"	"0,884"	""	""	""	""	"Purine nucleosides"	"0,884"	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Hypoxanthines; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Azoles; Purine nucleosides; Purinones; Organic nitro compounds; Diazines; 6-oxopurines; Organic oxoazanium compounds; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Oxolanes; Glycosyl compounds; Glycosylamines; Polyols; Substituted imidazoles; N-substituted imidazoles; Amines; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities"	NA	1	2	"0,200"	"0,200"	"-166,936"	NA	"36,805"	"RIAJKIRSFJZWEJ"	"InChI=1S/C10H12N6O5/c11-7-4-8(14-10(13-7)15-20)16(2-12-4)9-6(19)5(18)3(1-17)21-9/h2-3,5-6,9,17-19H,1H2,(H2,11,13,14)"	"2-Nitrosoadenosine"	"C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)CO)O)O)N=O)N"	"-1,376"	"87594517;11022827"	"PUBCHEM:(87594517 11022827);PUBMED:(null)"
"P_12806"	1523	12.825	253.1426	"C14H20O4"	"[M + H]+"	"C14H21O4+"	"Polyketides"	"0,521"	"Macrolides"	"0,603"	"Macrolide lactones"	"0,456"	"Organic acids and derivatives"	"0,934"	"Carboxylic acids and derivatives"	"0,877"	"Carboxylic acid derivatives"	"0,744"	"Carboxylic acid esters"	"0,743"	"Carboxylic acid esters"	"0,743"	"Organic compounds; Organoheterocyclic compounds; Lactones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	NA	1	1	"0,073"	"0,073"	"-193,603"	NA	"34,674"	"UTENGZNBNPABQE"	"InChI=1S/C14H20O4/c15-11(16)6-13-2-9-1-10(4-13)5-14(3-9,8-13)7-12(17)18/h9-10H,1-8H2,(H,15,16)(H,17,18)"	"1,3-Adamantanediacetic acid"	"C1C2CC3(CC1CC(C2)(C3)CC(=O)O)CC(=O)O"	"2,500"	"4404522;86624"	"NORMAN:(NS00025857);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(4404522 86624);DSSTox:(DTXSID30170366);PUBMED:(null)"
"P_15241"	1520	9.849	279.23257	"C18H30O2"	"[M + H]+"	"C18H31O2+"	"Fatty acids"	"1,000"	"Fatty Acids and Conjugates"	"0,988"	"Unsaturated fatty acids"	"0,989"	"Lipids and lipid-like molecules"	"0,993"	"Fatty Acyls"	"0,990"	"Lineolic acids and derivatives"	"0,740"	""	""	"Lineolic acids and derivatives"	"0,740"	"Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Unsaturated fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	NA	1	1	"0,400"	"0,400"	"-78,362"	NA	"200,908"	"QNNOHNCGYLSWNP"	"InChI=1S/C18H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h3-4,8,10H,2,5-7,11-17H2,1H3,(H,19,20)"	"9,10,15-Octadecatrienoic acid"	"CCC=CCCCC=C=CCCCCCCCC(=O)O"	"6,006"	"129726181"	"PUBCHEM:(129726181)"
"P_25267"	1520	11.919	369.26427	"C21H36O5"	"[M + H]+"	"C21H37O5+"	"Fatty acids"	"0,661"	"Fatty acyls"	"0,378"	"Fatty alcohols"	"0,503"	"Lipids and lipid-like molecules"	"0,927"	"Fatty Acyls"	"0,880"	"Fatty alcohols"	"0,649"	"Long-chain fatty alcohols"	"0,645"	"Long-chain fatty alcohols"	"0,645"	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Fatty alcohols; Secondary alcohols; Carbonyl compounds; Polyols; Long-chain fatty alcohols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	NA	1	1	"0,127"	"0,289"	"-165,864"	NA	"91,930"	"BCTGQAPLEVXRBK"	"InChI=1S/C21H36O5/c1-4-5-6-7-8-9-10-11-12-13-14-15-21(26-19(3)23)16-20(24)17-25-18(2)22/h1,20-21,24H,5-17H2,2-3H3"	"1-(acetyloxy)-2-hydroxyheptadec-16-yn-4-yl acetate"	"CC(=O)OCC(CC(CCCCCCCCCCCC#C)OC(=O)C)O"	"5,400"	"38363719;38363721;38363724;38363727;45783147"	"COCONUT:(CNP0118376);SUPERNATURAL:(SN0022045);PUBCHEM:(38363719 38363721 38363724 38363727 45783147)"
"P_34466"	1520	12.467	426.30007	"C27H39NO3"	"[M + H]+"	"C27H40NO3+"	"Fatty acids"	"0,996"	"Fatty amides"	"0,999"	"N-acyl amines"	"0,997"	"Organic acids and derivatives"	"1,000"	"Carboxylic acids and derivatives"	"1,000"	"Amino acids, peptides, and analogues"	"0,996"	"Amino acids and derivatives"	"0,995"	"Phenylalanine and derivatives"	"0,990"	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Benzene and substituted derivatives; N-acyl-alpha amino acids; Benzenoids; Phenylpropanoic acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	NA	1	1	"0,295"	"0,295"	"-62,050"	NA	"28,698"	"GRFXXVUOOGNKMV"	"InChI=1S/C27H39NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19-22-26(29)28-25(27(30)31)23-24-20-17-16-18-21-24/h4-5,7-8,10-11,16-18,20-21,25H,2-3,6,9,12-15,19,22-23H2,1H3,(H,28,29)(H,30,31)"	"2-[[(8Z,11Z,14Z)-octadeca-8,11,14-trienoyl]amino]-3-phenylpropanoic acid"	"CCCC=CCC=CCC=CCCCCCCC(=O)NC(CC1=CC=CC=C1)C(=O)O"	"7,200"	"155164443;145987493"	"PUBCHEM:(155164443 145987493);PUBMED:(null)"
"P_10893"	1509	8.109	232.22715	"C13H29NO2"	"[M + H]+"	"C13H30NO2+"	"Fatty acids"	"0,883"	"Fatty amides"	"0,494"	"N-acyl amines"	"0,215"	"Organic nitrogen compounds"	"0,999"	"Organonitrogen compounds"	"0,998"	"Amines"	"0,940"	"Alkanolamines"	"0,515"	"Alkanolamines"	"0,515"	"Organic compounds; Alcohols and polyols; Organonitrogen compounds; Organooxygen compounds; Amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	NA	1	1	"0,026"	"0,026"	"-218,806"	NA	"25,371"	"KEXFRBIOHPDZQM"	"InChI=1S/C13H29NO2/c1-12(2,3)9-15-11(14(7)8)16-10-13(4,5)6/h11H,9-10H2,1-8H3"	"N,N-Dimethylformamide dineopentyl acetal"	"CC(C)(C)COC(N(C)C)OCC(C)(C)C"	"3,700"	"7017224;78623"	"NORMAN:(NS00044520);MESH:(78623);PUBCHEM:(7017224 78623);DSSTox:(DTXSID30197674);PUBMED:(null)"
"P_12106"	1508	11.431	245.13903	"C12H20O5"	"[M + H]+"	"C12H21O5+"	"Fatty acids"	"0,801"	"Macrolides"	"0,539"	"Macrolide lactones"	"0,788"	"Lipids and lipid-like molecules"	"0,620"	"Fatty Acyls"	"0,617"	""	""	""	""	"Fatty Acyls"	"0,617"	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	NA	1	4	"0,161"	"0,161"	"-224,422"	NA	"25,067"	"DNNUDKVYVAZVKN"	"InChI=1S/C12H20O5/c1-3-15-11(13)10(12(14)16-4-2)8-9-6-5-7-17-9/h9-10H,3-8H2,1-2H3"	"Diethyl tetrahydrofurfurylmalonate"	"CCOC(=O)C(CC1CCCO1)C(=O)OCC"	"1,700"	"3015896;29922770;29922771"	"NORMAN:(NS00057639);PUBCHEM:(3015896 29922770 29922771);DSSTox:(DTXSID40958339)"
"P_5106"	1508	12.037	165.11211	"C8H12N4"	"[M + H]+"	"C8H13N4+"	"Alkaloids"	"0,854"	"Nicotinic acid alkaloids"	"0,196"	"Pyridine alkaloids"	"0,197"	"Organoheterocyclic compounds"	"0,880"	"Azoles"	"0,647"	""	""	""	""	"Azoles"	"0,647"	"Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Azoles; Amines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	NA	1	1	"0,162"	"0,162"	"-96,266"	NA	"28,664"	"WXEIWFYQLJCWSP"	"InChI=1S/C8H12N4/c1-8(2,3)12-7(10)6(4-9)5-11-12/h5H,10H2,1-3H3"	"5-amino-1-tert-butyl-1H-pyrazole-4-carbonitrile"	"CC(C)(C)N1C(=C(C=N1)C#N)N"	"1,000"	"2797454"	"PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(2797454);DSSTox:(DTXSID10383917);PUBMED:(null)"
"P_30061"	1506	11.412	398.3865	"C22H47N5O"	"[M + H]+"	"C22H48N5O+"	"Alkaloids"	"0,392"	"Pseudoalkaloids (transamidation)"	"0,073"	"Imidazole alkaloids"	"0,046"	"Lipids and lipid-like molecules"	"0,666"	""	""	""	""	""	""	"Lipids and lipid-like molecules"	"0,666"	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Amines; Organic oxides; 1,3,5-triazines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	NA	1	1	"0,003"	"0,003"	"-279,201"	NA	"40,474"	"LMZVQILNBTXFKK"	"InChI=1S/C22H47N5O/c1-9-22(8,10-2)26-16-13-20(11-14-24-18(4)17(3)23)12-15-25-21(6,7)19(5)27-28/h18,20,23-26,28H,9-16H2,1-8H3"	"(NZ)-N-[3-[[3-[2-(3-iminobutan-2-ylamino)ethyl]-5-(3-methylpentan-3-ylamino)pentyl]amino]-3-methylbutan-2-ylidene]hydroxylamine"	"CCC(C)(CC)NCCC(CCNC(C)C(=N)C)CCNC(C)(C)C(=NO)C"	"3,100"	"89200301"	"PUBCHEM:(89200301)"
"P_20599"	1505	7.595	336.12387	"C17H18FNO5"	"[M]+"	"C17H19FNO5+"	"Alkaloids"	"0,971"	"Anthranilic acid alkaloids"	"0,359"	"Isoquinoline alkaloids"	"0,112"	"Benzenoids"	"0,992"	"Phenol ethers"	"0,895"	"Anisoles"	"0,875"	""	""	"Anisoles"	"0,875"	"Organic compounds; Organoheterocyclic compounds; Halobenzenes; Alkyl aryl ethers; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Aryl fluorides; Fluorobenzenes; Organofluorides; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Aryl halides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	NA	1	1	"0,051"	"0,051"	"-322,089"	NA	"44,688"	"KZTUTTJODRTWQS"	"InChI=1S/C17H18FNO5/c1-22-5-6-24-17(21)12-9-19(10-3-4-10)14-8-15(23-2)13(18)7-11(14)16(12)20/h7-10H,3-6H2,1-2H3"	"2-Methoxyethyl 1-cyclopropyl-6-fluoro-7-methoxy-4-oxoquinoline-3-carboxylate"	"COCCOC(=O)C1=CN(C2=CC(=C(C=C2C1=O)F)OC)C3CC3"	"2,263"	"154631869"	"PUBCHEM:(154631869)"
"P_38439"	1501	11.706	452.32473	"C28H41N3O2"	"[M + H]+"	"C28H42N3O2+"	"Amino acids and Peptides"	"0,313"	"Linear polyketides"	"0,261"	"Open-chain polyketides"	"0,260"	"Lipids and lipid-like molecules"	"0,518"	""	""	""	""	""	""	"Lipids and lipid-like molecules"	"0,518"	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	NA	1	1	"0,027"	"0,027"	"-505,543"	NA	"42,939"	"BTZBEJAIGWIFHY"	"InChI=1S/C28H41N3O2/c1-17(2)24-19(4)23-11-10-21(28(5,6)7)9-8-18(3)30-14-20-12-13-29-22(16-32)15-31(33)27(24)25(20)26(23)30/h8-13,17-19,21-22,29,32-33H,14-16H2,1-7H3"	"[(3Z,5S,6Z,14S,16Z)-5-tert-butyl-12-hydroxy-2,9-dimethyl-10-propan-2-yl-1,12,15-triazatetracyclo[16.2.1.08,20.011,19]henicosa-3,6,8(20),10,16,18-hexaen-14-yl]methanol"	"CC1C=CC(C=CC2=C3N1CC4=C3C(=C(C2C)C(C)C)N(CC(NC=C4)CO)O)C(C)(C)C"	"4,100"	"6442440"	"SUPERNATURAL:(SN0035415);PUBCHEM:(6442440);LOTUS:(Q104945971)"
